Date,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
26/01/2016,-0.327773153,-2.872341311,-5.035053763,-21.50494277
27/01/2016,-0.327773153,-2.872341311,-5.035053763,-21.50494277
28/01/2016,-0.327773153,-2.872341311,-5.035053763,-21.50494277
29/01/2016,-0.327773153,-2.872341311,-5.035053763,-21.50494277
30/01/2016,-0.327773153,-2.872341311,-5.035053763,-21.50494277
31/01/2016,-0.311384495,-2.728724246,-4.783301075,-20.42969563
01/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
02/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
03/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
04/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
05/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
06/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
07/02/2016,-0.331142857,-2.851134852,0.0,-23.41193103
09/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
10/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
11/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
12/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
13/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
14/02/2016,-0.331142857,-2.851134852,0.0,-23.41193103
15/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
16/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
17/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
18/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
19/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
20/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
21/02/2016,-0.331142857,-2.851134852,0.0,-23.41193103
22/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
23/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
24/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
25/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
26/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
27/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
28/02/2016,-0.331142857,-2.851134852,0.0,-23.41193103
29/02/2016,-0.348571429,-3.001194581,0.0,-24.64413793
01/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
02/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
03/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
04/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
05/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
06/03/2016,-0.321950993,-2.715915633,-4.894062903,-20.55872164
07/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
08/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
09/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
10/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
11/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
12/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
13/03/2016,-0.321950993,-2.715915633,-4.894062903,-20.55872164
14/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
15/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
16/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
17/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
18/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
19/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
20/03/2016,-0.321950993,-2.715915633,-4.894062903,-20.55872164
21/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
22/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
23/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
24/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
25/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
26/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
27/03/2016,-0.321950993,-2.715915633,-4.894062903,-20.55872164
28/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
29/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
30/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
31/03/2016,-0.338895782,-2.858858561,-5.151645161,-21.64075963
01/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
02/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
03/04/2016,-0.341882716,-2.812856173,-5.134422778,-20.55586778
04/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
05/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
06/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
07/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
08/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
09/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
10/04/2016,-0.341882716,-2.812856173,-5.134422778,-20.55586778
11/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
12/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
13/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
14/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
15/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
16/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
17/04/2016,-0.341882716,-2.812856173,-5.134422778,-20.55586778
18/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
19/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
20/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
21/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
22/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
23/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
24/04/2016,-0.341882716,-2.812856173,-5.134422778,-20.55586778
25/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
26/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
27/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
28/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
29/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
30/04/2016,-0.359876543,-2.960901235,-5.404655556,-21.63775556
01/05/2016,-0.33573257,-2.724404266,-4.969468783,-21.76851353
02/05/2016,-0.353402706,-2.867793965,-5.231019771,-22.91422477
03/05/2016,-0.353402706,-2.867793965,-5.231019771,-22.91422477
04/05/2016,-0.353402706,-2.867793965,-5.231019771,-22.91422477
05/05/2016,-0.353402706,-2.867793965,-5.231019771,-22.91422477
06/05/2016,-0.353402706,-2.867793965,-5.231019771,-22.91422477
07/05/2016,-0.353402706,-2.867793965,-5.231019771,-22.91422477
08/05/2016,-0.33573257,-2.724404266,-4.969468783,-21.76851353
09/05/2016,-0.353402706,-2.867793965,-5.231019771,-22.91422477
10/05/2016,-0.353402706,-2.867793965,-5.231019771,-22.91422477
11/05/2016,-0.353402706,-2.867793965,-5.231019771,-22.91422477
12/05/2016,-0.353402706,-2.867793965,-5.231019771,-22.91422477
13/05/2016,-0.353402706,-2.867793965,-5.231019771,-22.91422477
14/05/2016,-0.353402706,-2.867793965,-5.231019771,-22.91422477
03/07/2016,-0.336275922,-2.670047235,-4.815031818,-21.42398283
04/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
05/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
06/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
07/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
08/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
09/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
10/07/2016,-0.336275922,-2.670047235,-4.815031818,-21.42398283
11/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
12/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
13/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
14/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
15/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
16/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
17/07/2016,-0.336275922,-2.670047235,-4.815031818,-21.42398283
18/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
19/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
20/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
21/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
22/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
23/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
24/07/2016,-0.336275922,-2.670047235,-4.815031818,-21.42398283
25/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
26/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
27/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
28/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
29/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
30/07/2016,-0.353974654,-2.810576037,-5.068454545,-22.55156087
31/07/2016,-0.336275922,-2.670047235,-4.815031818,-21.42398283
01/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
02/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
03/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
10/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
11/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
12/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
13/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
14/08/2016,-0.3364641,-2.766210198,0.0,-21.07115817
15/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
16/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
17/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
18/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
19/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
20/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
21/08/2016,-0.3364641,-2.766210198,0.0,-21.07115817
22/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
23/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
24/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
25/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
26/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
27/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
28/08/2016,-0.3364641,-2.766210198,0.0,-21.07115817
29/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
30/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
31/08/2016,-0.354172737,-2.911800208,0.0,-22.18016649
01/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
02/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
03/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
04/09/2016,-0.347520556,-2.794414444,0.0,-21.36165778
05/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
06/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
07/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
08/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
09/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
10/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
11/09/2016,-0.347520556,-2.794414444,0.0,-21.36165778
12/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
13/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
14/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
15/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
16/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
17/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
18/09/2016,-0.347520556,-2.794414444,0.0,-21.36165778
19/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
20/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
21/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
22/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
23/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
24/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
25/09/2016,-0.347520556,-2.794414444,0.0,-21.36165778
26/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
27/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
28/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
29/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
30/09/2016,-0.365811111,-2.941488889,0.0,-22.48595556
01/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
04/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
05/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
06/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
07/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
08/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
09/10/2016,-0.334675806,-2.627628495,0.0,-20.67698231
10/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
11/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
12/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
13/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
14/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
15/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
16/10/2016,-0.334675806,-2.627628495,0.0,-20.67698231
17/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
18/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
19/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
20/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
21/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
22/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
23/10/2016,-0.334675806,-2.627628495,0.0,-20.67698231
24/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
25/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
26/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
27/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
28/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
29/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
30/10/2016,-0.334675806,-2.627628495,0.0,-20.67698231
31/10/2016,-0.352290323,-2.765924731,0.0,-21.76524454
01/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
02/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
03/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
04/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
05/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
06/11/2016,-0.325438333,-2.709199444,-4.904245455,-21.25104611
07/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
08/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
09/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
10/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
11/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
12/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
13/11/2016,-0.325438333,-2.709199444,-4.904245455,-21.25104611
14/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
15/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
16/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
17/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
19/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
20/11/2016,-0.325438333,-2.709199444,-4.904245455,-21.25104611
21/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
22/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
23/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
24/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
25/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
26/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
27/11/2016,-0.325438333,-2.709199444,-4.904245455,-21.25104611
28/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
29/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
30/11/2016,-0.342566667,-2.851788889,-5.162363636,-22.36952222
01/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
02/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
03/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
04/12/2016,-0.331106139,-2.536925078,-4.674316337,-20.81831582
05/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
06/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
07/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
08/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
09/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
10/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
11/12/2016,-0.331106139,-2.536925078,-4.674316337,-20.81831582
12/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
13/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
14/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
15/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
16/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
17/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
18/12/2016,-0.331106139,-2.536925078,-4.674316337,-20.81831582
19/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
20/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
21/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
22/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
23/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
27/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
28/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
30/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
31/12/2016,-0.348532778,-2.670447451,-4.920332986,-21.91401665
01/01/2017,-0.318907388,-2.546672216,-4.519381232,-20.66835224
02/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
03/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
04/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
05/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
06/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
07/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
08/01/2017,-0.318907388,-2.546672216,-4.519381232,-20.66835224
09/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
10/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
11/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
12/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
13/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
14/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
15/01/2017,-0.318907388,-2.546672216,-4.519381232,-20.66835224
16/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
17/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
18/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
19/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
20/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
21/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
22/01/2017,-0.318907388,-2.546672216,-4.519381232,-20.66835224
23/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
24/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
25/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
26/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
27/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
28/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
29/01/2017,-0.318907388,-2.546672216,-4.519381232,-20.66835224
30/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
31/01/2017,-0.335691988,-2.680707596,-4.757243402,-21.75616025
