Date,Flow_Rate_Madonna_di_Canneto
13/03/2015,255.956525
14/03/2015,289.5455614
15/03/2015,289.9186152
16/03/2015,290.0828956
17/03/2015,290.6887766
18/03/2015,285.417723
19/03/2015,282.2443597
20/03/2015,283.4899183
21/03/2015,283.9203937
22/03/2015,284.3272472
23/03/2015,284.5879713
24/03/2015,284.1688699
25/03/2015,282.4008892
26/03/2015,275.9375031
27/03/2015,273.9198491
28/03/2015,273.939755
29/03/2015,273.6624202
30/03/2015,278.0547162
31/03/2015,276.8946238
01/04/2015,275.0547686
02/04/2015,273.9272583
03/04/2015,273.877707
04/04/2015,273.9227575
05/04/2015,273.5561175
06/04/2015,273.8512721
07/04/2015,273.6301476
08/04/2015,273.4032263
09/04/2015,261.8903418
10/04/2015,277.0050769
11/04/2015,276.7164202
12/04/2015,276.891222
13/04/2015,276.8846717
14/04/2015,274.9528374
15/04/2015,273.6325181
16/04/2015,273.6284511
17/04/2015,273.8138785
18/04/2015,273.90091
19/04/2015,274.1168694
20/04/2015,274.1432099
21/04/2015,273.9929837
22/04/2015,274.1490757
23/04/2015,274.2687412
24/04/2015,274.1271984
25/04/2015,274.2048533
26/04/2015,274.2385741
27/04/2015,274.2566337
28/04/2015,274.1222673
29/04/2015,274.3879241
30/04/2015,274.4474021
01/05/2015,274.5162938
02/05/2015,274.5120852
03/05/2015,274.5641337
04/05/2015,274.6890818
05/05/2015,274.6811391
06/05/2015,274.6076082
07/05/2015,274.6448834
08/05/2015,274.7271288
09/05/2015,274.739544
10/05/2015,274.8317938
11/05/2015,274.695843
12/05/2015,274.8093921
13/05/2015,274.7552104
14/05/2015,274.8586989
15/05/2015,274.7366045
16/05/2015,274.5748902
17/05/2015,274.5263104
18/05/2015,274.6188995
19/05/2015,275.1666475
20/05/2015,274.3945231
21/05/2015,274.4671458
22/05/2015,274.3421156
23/05/2015,274.1636538
24/05/2015,274.0833288
25/05/2015,273.9533986
26/05/2015,273.7992286
27/05/2015,273.7222372
28/05/2015,273.8666574
29/05/2015,273.6717064
30/05/2015,273.6753212
31/05/2015,273.7554743
01/06/2015,273.6683519
02/06/2015,273.6685172
03/06/2015,273.6884255
04/06/2015,273.6998817
05/06/2015,273.6648734
06/06/2015,273.741792
07/06/2015,273.8530483
08/06/2015,273.7789352
10/06/2015,274.1147766
18/06/2015,274.3496109
19/06/2015,273.9063992
30/09/2015,227.6734397
02/10/2015,224.941935
04/10/2015,227.1598042
05/10/2015,225.6479256
06/10/2015,223.0236674
13/04/2016,221.1757507
14/04/2016,221.1757507
15/04/2016,221.1757507
19/04/2016,221.1757507
20/04/2016,221.1757507
21/04/2016,221.1757507
22/04/2016,221.1757507
23/04/2016,240.5792804
24/04/2016,275.6702681
25/04/2016,275.9887048
26/04/2016,276.6314134
27/04/2016,276.1204195
28/04/2016,276.0351943
29/04/2016,275.9849944
30/04/2016,276.2298441
01/05/2016,276.9418741
02/05/2016,277.0451587
03/05/2016,275.6731375
04/05/2016,275.6340509
05/05/2016,275.8300855
06/05/2016,275.6085185
07/05/2016,275.6911855
08/05/2016,275.879104
09/05/2016,276.1018298
10/05/2016,275.9746119
11/05/2016,276.0763945
12/05/2016,276.1332902
13/05/2016,275.9379399
14/05/2016,275.994158
15/05/2016,276.2410629
16/05/2016,276.6321392
17/05/2016,276.5574008
18/05/2016,276.3624376
19/05/2016,276.5078096
20/05/2016,276.4787982
21/05/2016,276.5038126
22/05/2016,276.6522585
23/05/2016,276.63242
24/05/2016,278.547754
25/05/2016,276.8979097
26/05/2016,276.9522639
27/05/2016,275.7262533
28/05/2016,277.126833
29/05/2016,277.2510121
30/05/2016,277.3687139
31/05/2016,277.1448223
01/06/2016,277.1255654
02/06/2016,277.045497
03/06/2016,276.8969536
04/06/2016,277.0327085
05/06/2016,276.9569736
06/06/2016,276.9506957
07/06/2016,277.0819815
08/06/2016,276.9707063
09/06/2016,277.1542318
10/06/2016,274.7996841
11/06/2016,277.145346
12/06/2016,277.4690453
13/06/2016,276.8425041
14/06/2016,276.8709918
16/06/2016,277.1059204
17/06/2016,276.9935108
18/06/2016,277.0724309
19/06/2016,276.9428153
20/06/2016,277.1127232
21/06/2016,276.9925734
22/06/2016,276.9951204
23/06/2016,277.0363684
24/06/2016,276.9091559
25/06/2016,276.8998325
26/06/2016,276.8635076
27/06/2016,277.1755239
28/06/2016,277.018555
29/06/2016,276.998983
30/06/2016,276.9656608
01/07/2016,277.0872416
02/07/2016,277.2163325
03/07/2016,277.2061131
04/07/2016,277.033899
05/07/2016,277.2789493
06/07/2016,277.3454921
07/07/2016,277.3437279
08/07/2016,277.550972
09/07/2016,277.9865694
10/07/2016,278.5814214
11/07/2016,279.9468057
12/07/2016,281.6963671
13/07/2016,282.0539736
14/07/2016,282.3564243
15/07/2016,282.8225756
16/07/2016,283.0484409
17/07/2016,283.6464433
18/07/2016,283.7988291
19/07/2016,284.4340034
20/07/2016,284.8536861
21/07/2016,285.256622
22/07/2016,286.0645311
23/07/2016,286.4610258
24/07/2016,286.9831089
25/07/2016,286.8368228
26/07/2016,286.7390719
27/07/2016,287.2794151
28/07/2016,287.6775332
29/07/2016,288.6508026
30/07/2016,289.1457136
31/07/2016,289.4631069
01/08/2016,289.0679475
02/08/2016,291.4645194
03/08/2016,291.8707007
04/08/2016,291.8392389
05/08/2016,292.9908446
06/08/2016,293.8918701
07/08/2016,294.4546586
08/08/2016,294.5351649
09/08/2016,294.6945291
10/08/2016,295.1120512
11/08/2016,294.946034
12/08/2016,295.0102957
13/08/2016,294.8348528
14/08/2016,295.064108
15/08/2016,295.2427033
16/08/2016,295.2630961
17/08/2016,295.326775
18/08/2016,295.2713698
19/08/2016,294.7677332
20/08/2016,295.0479089
21/08/2016,295.1718293
22/08/2016,295.3256178
23/08/2016,295.1319468
24/08/2016,295.0209237
25/08/2016,294.6188372
26/08/2016,294.8244902
27/08/2016,294.6446884
28/08/2016,294.7649894
29/08/2016,294.8557078
30/08/2016,294.8770817
31/08/2016,292.2424907
01/09/2016,294.6554726
02/09/2016,294.5999651
03/09/2016,294.604008
04/09/2016,294.6496661
05/09/2016,294.4624094
06/09/2016,294.0303572
07/09/2016,294.2023417
08/09/2016,294.2041201
09/09/2016,293.2369257
10/09/2016,294.0538615
11/09/2016,295.5932285
12/09/2016,299.9394485
13/09/2016,296.099689
14/09/2016,293.5109205
15/09/2016,294.4812448
16/09/2016,290.7872657
17/09/2016,283.4181
18/09/2016,281.50078
19/09/2016,281.3974709
20/09/2016,293.8517211
21/09/2016,300.0134779
22/09/2016,300.0899728
23/09/2016,299.991899
24/09/2016,298.0875671
25/09/2016,298.23991
26/09/2016,292.8889152
27/09/2016,286.819351
28/09/2016,284.3148841
29/09/2016,279.3377616
30/09/2016,274.1090697
01/10/2016,269.0900348
02/10/2016,266.936223
03/10/2016,266.3381576
04/10/2016,268.188346
05/10/2016,268.7119371
06/10/2016,268.2069447
07/10/2016,268.0044138
08/10/2016,270.4436784
09/10/2016,273.7954125
10/10/2016,275.1130855
11/10/2016,291.8201791
12/10/2016,295.7178528
13/10/2016,293.8203305
14/10/2016,293.9163627
15/10/2016,294.0005338
16/10/2016,294.3756763
17/10/2016,294.5310809
18/10/2016,294.782203
19/10/2016,294.8405651
20/10/2016,294.9407111
21/10/2016,294.4893531
22/10/2016,294.4864549
23/10/2016,294.4642793
24/10/2016,294.5531709
25/10/2016,294.5955628
26/10/2016,294.5312681
27/10/2016,294.6022972
28/10/2016,294.5021826
29/10/2016,294.6166362
30/10/2016,294.6042657
31/10/2016,294.6192841
01/11/2016,294.7167377
02/11/2016,294.679629
03/11/2016,295.7556422
04/11/2016,296.6075439
05/11/2016,296.6075439
06/11/2016,296.6075439
07/11/2016,296.6075439
11/11/2016,296.6075439
12/11/2016,296.6075439
13/11/2016,296.6075439
14/11/2016,296.6075439
15/11/2016,296.6075439
16/11/2016,296.6075439
17/11/2016,296.6075439
18/11/2016,296.6075439
19/11/2016,296.6075439
20/11/2016,296.6075439
21/11/2016,296.6075439
22/11/2016,296.6075439
23/11/2016,296.6075439
24/11/2016,296.6075439
25/11/2016,296.6075439
26/11/2016,296.6075439
27/11/2016,296.6075439
28/11/2016,296.6075439
29/11/2016,296.6075439
30/11/2016,296.6075439
01/12/2016,296.6075439
02/12/2016,296.6075439
03/12/2016,296.6075439
04/12/2016,296.6075439
05/12/2016,296.6075439
06/12/2016,296.6075439
07/12/2016,296.6075439
08/12/2016,296.6075439
09/12/2016,296.6075439
10/12/2016,296.6075439
11/12/2016,296.6075439
12/12/2016,296.6075439
13/12/2016,296.6075439
14/12/2016,296.6075439
15/12/2016,296.6075439
16/12/2016,296.6075439
17/12/2016,296.6075439
18/12/2016,296.6075439
19/12/2016,296.6075439
20/12/2016,296.6075439
21/12/2016,296.6075439
22/12/2016,296.6075439
23/12/2016,296.6075439
24/12/2016,296.6075439
25/12/2016,296.6075439
26/12/2016,296.6075439
27/12/2016,296.6075439
28/12/2016,296.6075439
29/12/2016,296.6075439
30/12/2016,296.6075439
31/12/2016,296.6075439
01/01/2017,296.6075439
02/01/2017,296.6075439
03/01/2017,296.6075439
04/01/2017,296.6075439
05/01/2017,296.6075439
06/01/2017,296.6075439
07/01/2017,296.6075439
08/01/2017,296.6075439
09/01/2017,296.6075439
10/01/2017,296.6075439
11/01/2017,296.6075439
12/01/2017,296.6075439
13/01/2017,296.6075439
14/01/2017,296.6075439
15/01/2017,296.6075439
16/01/2017,296.6075439
17/01/2017,296.6075439
18/01/2017,296.6075439
19/01/2017,296.6075439
20/01/2017,296.6075439
21/01/2017,296.6075439
22/01/2017,296.6075439
23/01/2017,296.6075439
24/01/2017,296.6075439
25/01/2017,296.6075439
26/01/2017,296.6075439
27/01/2017,296.6075439
28/01/2017,296.6075439
29/01/2017,296.6075439
30/01/2017,296.6075439
31/01/2017,296.6075439
01/02/2017,296.6075439
02/02/2017,296.6075439
03/02/2017,296.6075439
04/02/2017,296.6075439
05/02/2017,296.6075439
06/02/2017,296.6075439
07/02/2017,296.6075439
08/02/2017,296.6075439
09/02/2017,296.6075439
10/02/2017,296.6075439
11/02/2017,296.6075439
12/02/2017,296.6075439
13/02/2017,296.6075439
14/02/2017,296.6075439
15/02/2017,296.6075439
16/02/2017,296.6075439
17/02/2017,296.6075439
18/02/2017,296.6075439
19/02/2017,296.6075439
21/02/2017,294.6357144
22/02/2017,293.9973594
23/02/2017,294.4337821
24/02/2017,294.8220141
25/02/2017,294.553379
26/02/2017,292.2914823
27/02/2017,291.2113498
28/02/2017,291.1961533
01/03/2017,288.6040936
02/03/2017,289.8963593
03/03/2017,288.7451165
04/03/2017,288.6375582
05/03/2017,288.6189608
06/03/2017,288.0262688
07/03/2017,287.5579163
08/03/2017,286.4191484
09/03/2017,286.6520425
10/03/2017,287.2223413
11/03/2017,286.7405164
12/03/2017,286.399731
13/03/2017,286.5646176
14/03/2017,286.721999
15/03/2017,286.8243296
16/03/2017,286.9755518
17/03/2017,287.7310898
18/03/2017,288.4987318
19/03/2017,288.6876497
20/03/2017,288.0903892
21/03/2017,287.5985477
22/03/2017,287.1178523
23/03/2017,287.096405
24/03/2017,287.2597449
25/03/2017,287.2629576
26/03/2017,287.231903
27/03/2017,228.3064201
28/03/2017,286.7941969
29/03/2017,286.2979825
30/03/2017,284.8807108
31/03/2017,286.3353148
01/04/2017,286.4176215
02/04/2017,286.4550274
03/04/2017,285.9679685
04/04/2017,286.0038407
05/04/2017,286.3253924
06/04/2017,286.4090661
07/04/2017,286.4779599
11/04/2017,286.7788145
12/04/2017,286.5581728
13/04/2017,286.7820897
14/04/2017,286.9291191
15/04/2017,287.0298257
16/04/2017,287.1842157
17/04/2017,286.9272408
18/04/2017,286.5719101
19/04/2017,286.3109447
20/04/2017,286.2038549
21/04/2017,286.4562949
22/04/2017,286.5600502
23/04/2017,284.8843918
24/04/2017,285.1916656
25/04/2017,285.1545672
26/04/2017,285.7000854
27/04/2017,285.1102184
28/04/2017,284.6511823
29/04/2017,284.4912565
30/04/2017,284.5599713
01/05/2017,284.6909107
02/05/2017,284.4700232
03/05/2017,284.4801366
04/05/2017,284.8436189
05/05/2017,284.7121872
06/05/2017,283.6812059
07/05/2017,284.9365926
08/05/2017,284.8356846
09/05/2017,284.7405973
10/05/2017,284.1667391
11/05/2017,282.0025983
12/05/2017,282.0004384
13/05/2017,282.2620847
14/05/2017,283.2068881
15/05/2017,283.1913106
16/05/2017,281.3795277
17/05/2017,284.6136579
18/05/2017,286.807341
19/05/2017,282.6753369
20/05/2017,283.5875968
21/05/2017,285.533332
22/05/2017,286.385509
23/05/2017,286.6528776
24/05/2017,286.4237583
25/05/2017,286.626628
26/05/2017,285.6512042
27/05/2017,286.6524543
28/05/2017,287.0288509
29/05/2017,286.0659397
30/05/2017,286.8284478
31/05/2017,286.9017084
01/06/2017,286.8994982
02/06/2017,286.8279301
03/06/2017,286.9073408
04/06/2017,286.8792179
05/06/2017,286.2812319
06/06/2017,285.5820478
07/06/2017,286.3643435
08/06/2017,286.8675473
09/06/2017,286.3751004
10/06/2017,286.3869403
11/06/2017,286.292739
12/06/2017,285.3902438
13/06/2017,285.6013106
14/06/2017,287.1723989
15/06/2017,287.7770801
16/06/2017,288.3820554
17/06/2017,289.0467915
18/06/2017,286.2061508
19/06/2017,289.3061664
20/06/2017,289.9236996
21/06/2017,290.5236353
22/06/2017,290.9879992
23/06/2017,291.287717
24/06/2017,291.6549225
25/06/2017,292.2848459
26/06/2017,292.9121432
27/06/2017,293.5574946
28/06/2017,292.9867285
29/06/2017,294.439253
30/06/2017,293.4865359
01/07/2017,295.2287558
02/07/2017,294.3056068
03/07/2017,294.4049237
04/07/2017,295.6234193
05/07/2017,295.7802416
06/07/2017,295.7118199
07/07/2017,295.8198748
08/07/2017,294.5402742
09/07/2017,294.6120884
10/07/2017,295.4342903
11/07/2017,293.061802
12/07/2017,295.5889382
13/07/2017,295.6714632
14/07/2017,295.5815736
15/07/2017,295.654385
16/07/2017,294.8660635
17/07/2017,295.3509172
18/07/2017,295.5021917
19/07/2017,295.5510162
20/07/2017,295.4842514
21/07/2017,294.6025575
22/07/2017,282.3087938
23/07/2017,295.507095
24/07/2017,295.5224008
25/07/2017,295.4739713
26/07/2017,295.4049869
27/07/2017,295.4620642
28/07/2017,295.6943411
29/07/2017,295.2042661
30/07/2017,295.2317944
31/07/2017,295.2068845
01/08/2017,295.1331078
02/08/2017,293.9302794
03/08/2017,290.9154834
04/08/2017,283.0075508
05/08/2017,279.5458599
06/08/2017,279.8957451
07/08/2017,279.7595772
08/08/2017,277.8994841
09/08/2017,277.0360834
10/08/2017,274.3462127
11/08/2017,267.7377837
12/08/2017,264.2501785
13/08/2017,262.9659385
14/08/2017,258.2781131
15/08/2017,253.5163356
16/08/2017,250.2996651
17/08/2017,243.9294081
18/08/2017,238.4788856
19/08/2017,236.29466
20/08/2017,235.6796515
21/08/2017,232.925275
22/08/2017,229.5237129
23/08/2017,226.5963731
24/08/2017,224.7165013
25/08/2017,221.4396477
26/08/2017,218.5505516
27/08/2017,216.0797671
28/08/2017,214.7309782
29/08/2017,214.7884687
30/08/2017,215.1568446
31/08/2017,215.0094137
01/09/2017,213.8891335
02/09/2017,213.1538985
03/09/2017,212.3904338
04/09/2017,211.4447939
05/09/2017,210.179778
06/09/2017,208.0344701
07/09/2017,205.6504871
08/09/2017,204.5712843
09/09/2017,203.0262324
10/09/2017,201.074759
11/09/2017,201.2940017
12/09/2017,226.2879877
13/09/2017,226.6333135
14/09/2017,277.0259161
15/09/2017,295.1912375
16/09/2017,295.3685273
17/09/2017,295.4254199
18/09/2017,295.3121914
19/09/2017,295.2307668
20/09/2017,294.7356512
21/09/2017,295.4362748
22/09/2017,295.4287785
23/09/2017,295.4936659
24/09/2017,295.6846599
25/09/2017,297.4706399
26/09/2017,300.1609827
27/09/2017,293.180223
28/09/2017,283.4949026
29/09/2017,276.621375
30/09/2017,272.0087977
01/10/2017,268.876855
02/10/2017,267.9028469
03/10/2017,260.1447579
04/10/2017,253.2624411
05/10/2017,247.0525727
06/10/2017,241.5658211
07/10/2017,238.459451
08/10/2017,238.1181244
09/10/2017,236.1307907
10/10/2017,233.2128962
11/10/2017,230.6181642
12/10/2017,222.6385603
13/10/2017,221.109459
14/10/2017,217.321754
15/10/2017,214.98615
16/10/2017,214.1284568
17/10/2017,210.6439685
18/10/2017,207.3730029
19/10/2017,206.952423
20/10/2017,206.6616075
21/10/2017,206.0835421
22/10/2017,205.046426
23/10/2017,203.7935019
24/10/2017,205.4080954
25/10/2017,204.3229594
26/10/2017,202.3476804
27/10/2017,205.2315404
28/10/2017,205.4200869
29/10/2017,203.7224704
30/10/2017,202.4208462
31/10/2017,201.1240064
01/11/2017,197.7404036
02/11/2017,194.0916033
03/11/2017,191.8933704
04/11/2017,190.6589389
05/11/2017,189.0161411
06/11/2017,187.7531821
07/11/2017,216.111071
08/11/2017,223.9227733
09/11/2017,221.54346
10/11/2017,217.5781139
11/11/2017,217.719509
12/11/2017,221.7249337
13/11/2017,225.4145992
14/11/2017,259.3897386
15/11/2017,295.1046023
16/11/2017,294.4036907
17/11/2017,295.9801211
18/11/2017,295.7582796
19/11/2017,295.5100706
20/11/2017,295.4729666
21/11/2017,295.5459414
22/11/2017,295.7672228
23/11/2017,295.7806701
24/11/2017,295.7173852
25/11/2017,295.5485176
26/11/2017,294.1446548
27/11/2017,295.1757923
28/11/2017,295.3606553
29/11/2017,295.3044281
30/11/2017,294.94456
01/12/2017,292.2808907
02/12/2017,289.3765766
03/12/2017,290.2921898
04/12/2017,290.513619
05/12/2017,290.4948093
06/12/2017,290.2257957
07/12/2017,289.1983236
08/12/2017,289.7843458
09/12/2017,289.5708477
10/12/2017,288.9780702
11/12/2017,289.0147123
12/12/2017,281.715168
13/12/2017,285.1038584
14/12/2017,285.3618903
15/12/2017,285.4003997
16/12/2017,283.3420542
17/12/2017,286.5973183
18/12/2017,287.4071353
19/12/2017,287.2590029
20/12/2017,287.3006026
21/12/2017,286.8537558
22/12/2017,286.4238177
23/12/2017,286.3746886
24/12/2017,286.3188714
25/12/2017,286.2877642
26/12/2017,286.1409696
27/12/2017,286.0215439
28/12/2017,285.2833504
29/12/2017,285.8690179
30/12/2017,286.2840679
31/12/2017,285.6586306
01/01/2018,285.520742
02/01/2018,285.433921
03/01/2018,285.4662226
04/01/2018,285.3569507
05/01/2018,285.1199166
06/01/2018,273.0413193
07/01/2018,283.4794891
08/01/2018,283.8310706
09/01/2018,283.9967967
10/01/2018,284.2730616
11/01/2018,284.4637546
12/01/2018,284.8036611
13/01/2018,284.9816316
14/01/2018,285.1529731
15/01/2018,285.409068
16/01/2018,283.9526944
17/01/2018,283.0114659
18/01/2018,282.3880703
19/01/2018,282.9912076
20/01/2018,282.0988631
21/01/2018,282.1848494
22/01/2018,281.8416884
23/01/2018,282.0142623
24/01/2018,282.0716175
25/01/2018,281.6197422
26/01/2018,281.4174235
27/01/2018,281.1780577
28/01/2018,281.1924477
29/01/2018,281.2367184
30/01/2018,281.5212508
31/01/2018,281.6421359
01/02/2018,282.0379488
02/02/2018,282.4608154
03/02/2018,282.4608154
20/02/2018,286.5629405
21/02/2018,287.4811412
22/02/2018,288.00177
24/03/2018,227.4667518
25/03/2018,227.221854
26/03/2018,227.0872604
27/03/2018,226.9583731
28/03/2018,226.9437994
29/03/2018,226.9517404
30/03/2018,226.9449711
31/03/2018,226.9411158
01/04/2018,226.9487474
02/04/2018,226.991171
03/04/2018,226.9570889
04/04/2018,226.9875143
05/04/2018,226.9754304
06/04/2018,227.0368141
12/04/2018,278.1584494
13/04/2018,277.4006471
14/04/2018,278.2935713
15/04/2018,278.4586079
16/04/2018,277.7842087
17/04/2018,277.2966536
27/07/2018,278.4293085
28/07/2018,279.6416667
29/07/2018,280.2187422
23/08/2018,288.6436626
24/08/2018,289.1707452
25/08/2018,289.3854819
26/08/2018,289.4997664
27/08/2018,290.2286474
28/08/2018,290.5462882
29/08/2018,291.1634912
30/08/2018,291.7572217
31/08/2018,292.1744983
01/09/2018,290.6908883
02/09/2018,290.9878738
03/09/2018,292.7731228
04/09/2018,293.215641
05/09/2018,290.7679676
06/09/2018,290.9155214
07/09/2018,293.5315011
08/09/2018,294.206511
09/09/2018,295.1757454
10/09/2018,296.3452164
11/09/2018,290.1845749
12/09/2018,290.5679645
13/09/2018,290.7044684
14/09/2018,290.725616
15/09/2018,290.8997342
16/09/2018,290.841512
17/09/2018,290.6817483
18/09/2018,290.5659398
19/09/2018,289.678396
20/09/2018,290.4383928
21/09/2018,291.1542531
22/09/2018,291.798964
23/09/2018,291.7829323
24/09/2018,290.802458
25/09/2018,290.8182888
26/09/2018,291.958799
27/09/2018,292.0140622
28/09/2018,292.0569577
29/09/2018,292.0592481
30/09/2018,292.2014988
01/10/2018,292.1374438
02/10/2018,289.3997014
03/10/2018,292.0609505
04/10/2018,292.1424026
05/10/2018,291.6645628
06/10/2018,290.1787921
07/10/2018,288.3864409
08/10/2018,289.9196703
09/10/2018,288.8812605
10/10/2018,288.4138675
11/10/2018,289.8398773
12/10/2018,289.8329448
13/10/2018,289.7034704
14/10/2018,288.7459505
15/10/2018,289.7706394
16/10/2018,290.1523753
17/10/2018,290.2444774
18/10/2018,290.0982951
19/10/2018,289.9936499
20/10/2018,290.0938717
21/10/2018,289.0315952
22/10/2018,288.9345757
23/10/2018,288.1070375
24/10/2018,288.8226
25/10/2018,288.7266617
26/10/2018,288.6026569
27/10/2018,288.2212835
28/10/2018,286.2523344
29/10/2018,284.2723607
01/11/2018,285.1650369
02/11/2018,284.8860213
03/11/2018,280.6134124
04/11/2018,280.1491262
05/11/2018,277.7575537
06/11/2018,279.6956119
07/11/2018,278.3616957
08/11/2018,277.7039683
09/11/2018,277.7286581
10/11/2018,279.4017358
11/11/2018,281.2684011
12/11/2018,285.3936828
13/11/2018,286.0353628
14/11/2018,287.2270905
15/11/2018,212.3341951
16/11/2018,222.3361198
17/11/2018,256.3078433
18/11/2018,280.8496179
19/11/2018,281.020619
20/11/2018,279.9291829
21/11/2018,274.4365436
22/11/2018,274.3934899
23/11/2018,274.4882009
24/11/2018,274.2702618
25/11/2018,274.315291
26/11/2018,275.5901356
27/11/2018,274.9544491
28/11/2018,275.6707627
29/11/2018,275.6143381
30/11/2018,275.5680507
01/12/2018,275.014901
02/12/2018,274.8623692
03/12/2018,274.8608014
04/12/2018,274.696989
05/12/2018,274.7892025
06/12/2018,274.9078507
07/12/2018,274.9212928
08/12/2018,274.7607475
